0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
DG012ZZ Beam Radiation of Pineal Body using Photons >10 MeV
DG013Z0 Beam Radiation of Pineal Body using Electrons, Intraoperative
DG013ZZ Beam Radiation of Pineal Body using Electrons
DG015ZZ Beam Radiation of Pineal Body using Neutrons
DG016ZZ Beam Radiation of Pineal Body using Neutron Capture
DG020ZZ Beam Radiation of Adrenal Glands using Photons <1 MeV
DG021ZZ Beam Radiation of Adrenal Glands using Photons 1 - 10 MeV
DG022ZZ Beam Radiation of Adrenal Glands using Photons >10 MeV
DG023Z0 Beam Radiation of Adrenal Glands using Electrons, Intraoperative
DG023ZZ Beam Radiation of Adrenal Glands using Electrons
DG025ZZ Beam Radiation of Adrenal Glands using Neutrons
DG026ZZ Beam Radiation of Adrenal Glands using Neutron Capture
DG040ZZ Beam Radiation of Parathyroid Glands using Photons <1 MeV
DG041ZZ Beam Radiation of Parathyroid Glands using Photons 1 - 10 MeV
DG042ZZ Beam Radiation of Parathyroid Glands using Photons >10 MeV
DG043Z0 Beam Radiation of Parathyroid Glands using Electrons, Intraoperative
DG043ZZ Beam Radiation of Parathyroid Glands using Electrons
DG045ZZ Beam Radiation of Parathyroid Glands using Neutrons
DG046ZZ Beam Radiation of Parathyroid Glands using Neutron Capture
DG050ZZ Beam Radiation of Thyroid using Photons <1 MeV
DG051ZZ Beam Radiation of Thyroid using Photons 1 - 10 MeV
DG052ZZ Beam Radiation of Thyroid using Photons >10 MeV
DG053Z0 Beam Radiation of Thyroid using Electrons, Intraoperative
DG053ZZ Beam Radiation of Thyroid using Electrons
DG055ZZ Beam Radiation of Thyroid using Neutrons
DG056ZZ Beam Radiation of Thyroid using Neutron Capture
DG1097Z High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Cesium 137 (Cs-137)
DG1098Z High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Iridium 192 (Ir-192)
DG1099Z High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Iodine 125 (I-125)
DG109BZ High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Palladium 103 (Pd-103)
DG109CZ High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Californium 252 (Cf-252)
DG109YZ High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Other Isotope
DG10B6Z Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Cesium 131 (Cs-131)
DG10B7Z Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Cesium 137 (Cs-137)
DG10B8Z Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Iridium 192 (Ir-192)
DG10B9Z Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Iodine 125 (I-125)
DG10BB1 Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Palladium 103 (Pd-103), Unidirectional Source
DG10BBZ Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Palladium 103 (Pd-103)
DG10BCZ Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Californium 252 (Cf-252)
DG10BYZ Low Dose Rate (LDR) Brachytherapy of Pituitary Gland using Other Isotope
DG1197Z High Dose Rate (HDR) Brachytherapy of Pineal Body using Cesium 137 (Cs-137)
DG1198Z High Dose Rate (HDR) Brachytherapy of Pineal Body using Iridium 192 (Ir-192)
DG1199Z High Dose Rate (HDR) Brachytherapy of Pineal Body using Iodine 125 (I-125)
DG119BZ High Dose Rate (HDR) Brachytherapy of Pineal Body using Palladium 103 (Pd-103)
DG119CZ High Dose Rate (HDR) Brachytherapy of Pineal Body using Californium 252 (Cf-252)
DG119YZ High Dose Rate (HDR) Brachytherapy of Pineal Body using Other Isotope
DG11B6Z Low Dose Rate (LDR) Brachytherapy of Pineal Body using Cesium 131 (Cs-131)
DG11B7Z Low Dose Rate (LDR) Brachytherapy of Pineal Body using Cesium 137 (Cs-137)
DG11B8Z Low Dose Rate (LDR) Brachytherapy of Pineal Body using Iridium 192 (Ir-192)
DG11B9Z Low Dose Rate (LDR) Brachytherapy of Pineal Body using Iodine 125 (I-125)
DG11BB1 Low Dose Rate (LDR) Brachytherapy of Pineal Body using Palladium 103 (Pd-103), Unidirectional Source
DG11BBZ Low Dose Rate (LDR) Brachytherapy of Pineal Body using Palladium 103 (Pd-103)
DG11BCZ Low Dose Rate (LDR) Brachytherapy of Pineal Body using Californium 252 (Cf-252)
DG11BYZ Low Dose Rate (LDR) Brachytherapy of Pineal Body using Other Isotope
DG1297Z High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Cesium 137 (Cs-137)
DG1298Z High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Iridium 192 (Ir-192)
DG1299Z High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Iodine 125 (I-125)
DG129BZ High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Palladium 103 (Pd-103)
DG129CZ High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Californium 252 (Cf-252)
DG129YZ High Dose Rate (HDR) Brachytherapy of Adrenal Glands using Other Isotope
DG12B6Z Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Cesium 131 (Cs-131)
DG12B7Z Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Cesium 137 (Cs-137)
DG12B8Z Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Iridium 192 (Ir-192)
DG12B9Z Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Iodine 125 (I-125)
DG12BB1 Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Palladium 103 (Pd-103), Unidirectional Source
DG12BBZ Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Palladium 103 (Pd-103)
DG12BCZ Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Californium 252 (Cf-252)
DG12BYZ Low Dose Rate (LDR) Brachytherapy of Adrenal Glands using Other Isotope
DG1497Z High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Cesium 137 (Cs-137)
DG1498Z High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Iridium 192 (Ir-192)
DG1499Z High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Iodine 125 (I-125)
DG149BZ High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Palladium 103 (Pd-103)
DG149CZ High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Californium 252 (Cf-252)
DG149YZ High Dose Rate (HDR) Brachytherapy of Parathyroid Glands using Other Isotope
DG14B6Z Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Cesium 131 (Cs-131)
DG14B7Z Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Cesium 137 (Cs-137)
DG14B8Z Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Iridium 192 (Ir-192)
DG14B9Z Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Iodine 125 (I-125)
DG14BB1 Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Palladium 103 (Pd-103), Unidirectional Source
DG14BBZ Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Palladium 103 (Pd-103)
DG14BCZ Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Californium 252 (Cf-252)
DG14BYZ Low Dose Rate (LDR) Brachytherapy of Parathyroid Glands using Other Isotope
DG1597Z High Dose Rate (HDR) Brachytherapy of Thyroid using Cesium 137 (Cs-137)
DG1598Z High Dose Rate (HDR) Brachytherapy of Thyroid using Iridium 192 (Ir-192)
DG1599Z High Dose Rate (HDR) Brachytherapy of Thyroid using Iodine 125 (I-125)
DG159BZ High Dose Rate (HDR) Brachytherapy of Thyroid using Palladium 103 (Pd-103)
DG159CZ High Dose Rate (HDR) Brachytherapy of Thyroid using Californium 252 (Cf-252)
DG159YZ High Dose Rate (HDR) Brachytherapy of Thyroid using Other Isotope
DG15B6Z Low Dose Rate (LDR) Brachytherapy of Thyroid using Cesium 131 (Cs-131)
DG15B7Z Low Dose Rate (LDR) Brachytherapy of Thyroid using Cesium 137 (Cs-137)
DG15B8Z Low Dose Rate (LDR) Brachytherapy of Thyroid using Iridium 192 (Ir-192)
DG15B9Z Low Dose Rate (LDR) Brachytherapy of Thyroid using Iodine 125 (I-125)
DG15BB1 Low Dose Rate (LDR) Brachytherapy of Thyroid using Palladium 103 (Pd-103), Unidirectional Source
DG15BBZ Low Dose Rate (LDR) Brachytherapy of Thyroid using Palladium 103 (Pd-103)
DG15BCZ Low Dose Rate (LDR) Brachytherapy of Thyroid using Californium 252 (Cf-252)
DG15BYZ Low Dose Rate (LDR) Brachytherapy of Thyroid using Other Isotope
DG20DZZ Stereotactic Other Photon Radiosurgery of Pituitary Gland
DG20HZZ Stereotactic Particulate Radiosurgery of Pituitary Gland
DG20JZZ Stereotactic Gamma Beam Radiosurgery of Pituitary Gland
DG21DZZ Stereotactic Other Photon Radiosurgery of Pineal Body
DG21HZZ Stereotactic Particulate Radiosurgery of Pineal Body
DG21JZZ Stereotactic Gamma Beam Radiosurgery of Pineal Body
DG22DZZ Stereotactic Other Photon Radiosurgery of Adrenal Glands
DG22HZZ Stereotactic Particulate Radiosurgery of Adrenal Glands
DG22JZZ Stereotactic Gamma Beam Radiosurgery of Adrenal Glands
DG24DZZ Stereotactic Other Photon Radiosurgery of Parathyroid Glands
DG24HZZ Stereotactic Particulate Radiosurgery of Parathyroid Glands
DG24JZZ Stereotactic Gamma Beam Radiosurgery of Parathyroid Glands
DG25DZZ Stereotactic Other Photon Radiosurgery of Thyroid
DG25HZZ Stereotactic Particulate Radiosurgery of Thyroid
DG25JZZ Stereotactic Gamma Beam Radiosurgery of Thyroid
DGY07ZZ Contact Radiation of Pituitary Gland
DGY08ZZ Hyperthermia of Pituitary Gland
DGY0FZZ Plaque Radiation of Pituitary Gland
DGY0KZZ Laser Interstitial Thermal Therapy of Pituitary Gland
DGY17ZZ Contact Radiation of Pineal Body
DGY18ZZ Hyperthermia of Pineal Body
DGY1FZZ Plaque Radiation of Pineal Body
DGY1KZZ Laser Interstitial Thermal Therapy of Pineal Body
DGY27ZZ Contact Radiation of Adrenal Glands
DGY28ZZ Hyperthermia of Adrenal Glands
DGY2FZZ Plaque Radiation of Adrenal Glands
DGY2KZZ Laser Interstitial Thermal Therapy of Adrenal Glands
DGY47ZZ Contact Radiation of Parathyroid Glands
DGY48ZZ Hyperthermia of Parathyroid Glands
DGY4FZZ Plaque Radiation of Parathyroid Glands
DGY4KZZ Laser Interstitial Thermal Therapy of Parathyroid Glands
DGY57ZZ Contact Radiation of Thyroid
DGY58ZZ Hyperthermia of Thyroid
DGY5FZZ Plaque Radiation of Thyroid
DGY5KZZ Laser Interstitial Thermal Therapy of Thyroid
DH020ZZ Beam Radiation of Face Skin using Photons <1 MeV
DH021ZZ Beam Radiation of Face Skin using Photons 1 - 10 MeV
DH022ZZ Beam Radiation of Face Skin using Photons >10 MeV
DH023Z0 Beam Radiation of Face Skin using Electrons, Intraoperative
DH023ZZ Beam Radiation of Face Skin using Electrons
DH024ZZ Beam Radiation of Face Skin using Heavy Particles (Protons,Ions)
DH025ZZ Beam Radiation of Face Skin using Neutrons
DH026ZZ Beam Radiation of Face Skin using Neutron Capture
DH030ZZ Beam Radiation of Neck Skin using Photons <1 MeV
DH031ZZ Beam Radiation of Neck Skin using Photons 1 - 10 MeV
DH032ZZ Beam Radiation of Neck Skin using Photons >10 MeV
DH033Z0 Beam Radiation of Neck Skin using Electrons, Intraoperative
DH033ZZ Beam Radiation of Neck Skin using Electrons
DH034ZZ Beam Radiation of Neck Skin using Heavy Particles (Protons,Ions)
DH035ZZ Beam Radiation of Neck Skin using Neutrons
DH036ZZ Beam Radiation of Neck Skin using Neutron Capture
DH040ZZ Beam Radiation of Arm Skin using Photons <1 MeV
DH041ZZ Beam Radiation of Arm Skin using Photons 1 - 10 MeV
DH042ZZ Beam Radiation of Arm Skin using Photons >10 MeV
DH043Z0 Beam Radiation of Arm Skin using Electrons, Intraoperative
DH043ZZ Beam Radiation of Arm Skin using Electrons
DH044ZZ Beam Radiation of Arm Skin using Heavy Particles (Protons,Ions)
DH045ZZ Beam Radiation of Arm Skin using Neutrons
DH046ZZ Beam Radiation of Arm Skin using Neutron Capture
DH060ZZ Beam Radiation of Chest Skin using Photons <1 MeV
DH061ZZ Beam Radiation of Chest Skin using Photons 1 - 10 MeV
DH062ZZ Beam Radiation of Chest Skin using Photons >10 MeV
DH063Z0 Beam Radiation of Chest Skin using Electrons, Intraoperative
DH063ZZ Beam Radiation of Chest Skin using Electrons
DH064ZZ Beam Radiation of Chest Skin using Heavy Particles (Protons,Ions)
DH065ZZ Beam Radiation of Chest Skin using Neutrons
DH066ZZ Beam Radiation of Chest Skin using Neutron Capture
DH070ZZ Beam Radiation of Back Skin using Photons <1 MeV
DH071ZZ Beam Radiation of Back Skin using Photons 1 - 10 MeV
DH072ZZ Beam Radiation of Back Skin using Photons >10 MeV
DH073Z0 Beam Radiation of Back Skin using Electrons, Intraoperative
DH073ZZ Beam Radiation of Back Skin using Electrons
DH074ZZ Beam Radiation of Back Skin using Heavy Particles (Protons,Ions)
DH075ZZ Beam Radiation of Back Skin using Neutrons
DH076ZZ Beam Radiation of Back Skin using Neutron Capture
DH080ZZ Beam Radiation of Abdomen Skin using Photons <1 MeV
DH081ZZ Beam Radiation of Abdomen Skin using Photons 1 - 10 MeV
DH082ZZ Beam Radiation of Abdomen Skin using Photons >10 MeV
DH083Z0 Beam Radiation of Abdomen Skin using Electrons, Intraoperative
DH083ZZ Beam Radiation of Abdomen Skin using Electrons
DH084ZZ Beam Radiation of Abdomen Skin using Heavy Particles (Protons,Ions)
DH085ZZ Beam Radiation of Abdomen Skin using Neutrons
DH086ZZ Beam Radiation of Abdomen Skin using Neutron Capture
DH090ZZ Beam Radiation of Buttock Skin using Photons <1 MeV
DH091ZZ Beam Radiation of Buttock Skin using Photons 1 - 10 MeV
DH092ZZ Beam Radiation of Buttock Skin using Photons >10 MeV
DH093Z0 Beam Radiation of Buttock Skin using Electrons, Intraoperative
DH093ZZ Beam Radiation of Buttock Skin using Electrons
DH094ZZ Beam Radiation of Buttock Skin using Heavy Particles (Protons,Ions)
DH095ZZ Beam Radiation of Buttock Skin using Neutrons
DH096ZZ Beam Radiation of Buttock Skin using Neutron Capture
DH0B0ZZ Beam Radiation of Leg Skin using Photons <1 MeV
DH0B1ZZ Beam Radiation of Leg Skin using Photons 1 - 10 MeV
DH0B2ZZ Beam Radiation of Leg Skin using Photons >10 MeV
DH0B3Z0 Beam Radiation of Leg Skin using Electrons, Intraoperative
DH0B3ZZ Beam Radiation of Leg Skin using Electrons
DH0B4ZZ Beam Radiation of Leg Skin using Heavy Particles (Protons,Ions)
DH0B5ZZ Beam Radiation of Leg Skin using Neutrons
DH0B6ZZ Beam Radiation of Leg Skin using Neutron Capture
DHY27ZZ Contact Radiation of Face Skin
DHY28ZZ Hyperthermia of Face Skin
DHY2FZZ Plaque Radiation of Face Skin
DHY37ZZ Contact Radiation of Neck Skin
DHY38ZZ Hyperthermia of Neck Skin
DHY3FZZ Plaque Radiation of Neck Skin
DHY47ZZ Contact Radiation of Arm Skin
DHY48ZZ Hyperthermia of Arm Skin
DHY4FZZ Plaque Radiation of Arm Skin
DHY5FZZ Plaque Radiation of Hand Skin
DHY67ZZ Contact Radiation of Chest Skin
DHY68ZZ Hyperthermia of Chest Skin
DHY6FZZ Plaque Radiation of Chest Skin
DHY77ZZ Contact Radiation of Back Skin
DHY78ZZ Hyperthermia of Back Skin
DHY7FZZ Plaque Radiation of Back Skin
DHY87ZZ Contact Radiation of Abdomen Skin
DHY88ZZ Hyperthermia of Abdomen Skin
DHY8FZZ Plaque Radiation of Abdomen Skin
DHY97ZZ Contact Radiation of Buttock Skin
DHY98ZZ Hyperthermia of Buttock Skin
DHY9FZZ Plaque Radiation of Buttock Skin
DHYB7ZZ Contact Radiation of Leg Skin
DHYB8ZZ Hyperthermia of Leg Skin
DHYBFZZ Plaque Radiation of Leg Skin
DHYCFZZ Plaque Radiation of Foot Skin
DM000ZZ Beam Radiation of Left Breast using Photons <1 MeV
DM001ZZ Beam Radiation of Left Breast using Photons 1 - 10 MeV
DM002ZZ Beam Radiation of Left Breast using Photons >10 MeV
DM003Z0 Beam Radiation of Left Breast using Electrons, Intraoperative
DM003ZZ Beam Radiation of Left Breast using Electrons
DM004ZZ Beam Radiation of Left Breast using Heavy Particles (Protons,Ions)
DM005ZZ Beam Radiation of Left Breast using Neutrons
DM006ZZ Beam Radiation of Left Breast using Neutron Capture
DM010ZZ Beam Radiation of Right Breast using Photons <1 MeV
DM011ZZ Beam Radiation of Right Breast using Photons 1 - 10 MeV
DM012ZZ Beam Radiation of Right Breast using Photons >10 MeV
DM013Z0 Beam Radiation of Right Breast using Electrons, Intraoperative
DM013ZZ Beam Radiation of Right Breast using Electrons
DM014ZZ Beam Radiation of Right Breast using Heavy Particles (Protons,Ions)
DM015ZZ Beam Radiation of Right Breast using Neutrons
DM016ZZ Beam Radiation of Right Breast using Neutron Capture
DM1097Z High Dose Rate (HDR) Brachytherapy of Left Breast using Cesium 137 (Cs-137)
DM1098Z High Dose Rate (HDR) Brachytherapy of Left Breast using Iridium 192 (Ir-192)
DM1099Z High Dose Rate (HDR) Brachytherapy of Left Breast using Iodine 125 (I-125)
DM109BZ High Dose Rate (HDR) Brachytherapy of Left Breast using Palladium 103 (Pd-103)
DM109CZ High Dose Rate (HDR) Brachytherapy of Left Breast using Californium 252 (Cf-252)
DM109YZ High Dose Rate (HDR) Brachytherapy of Left Breast using Other Isotope
DM10B6Z Low Dose Rate (LDR) Brachytherapy of Left Breast using Cesium 131 (Cs-131)
DM10B7Z Low Dose Rate (LDR) Brachytherapy of Left Breast using Cesium 137 (Cs-137)
DM10B8Z Low Dose Rate (LDR) Brachytherapy of Left Breast using Iridium 192 (Ir-192)
DM10B9Z Low Dose Rate (LDR) Brachytherapy of Left Breast using Iodine 125 (I-125)
DM10BB1 Low Dose Rate (LDR) Brachytherapy of Left Breast using Palladium 103 (Pd-103), Unidirectional Source
DM10BBZ Low Dose Rate (LDR) Brachytherapy of Left Breast using Palladium 103 (Pd-103)
DM10BCZ Low Dose Rate (LDR) Brachytherapy of Left Breast using Californium 252 (Cf-252)
DM10BYZ Low Dose Rate (LDR) Brachytherapy of Left Breast using Other Isotope
DM1197Z High Dose Rate (HDR) Brachytherapy of Right Breast using Cesium 137 (Cs-137)
DM1198Z High Dose Rate (HDR) Brachytherapy of Right Breast using Iridium 192 (Ir-192)
DM1199Z High Dose Rate (HDR) Brachytherapy of Right Breast using Iodine 125 (I-125)
DM119BZ High Dose Rate (HDR) Brachytherapy of Right Breast using Palladium 103 (Pd-103)
DM119CZ High Dose Rate (HDR) Brachytherapy of Right Breast using Californium 252 (Cf-252)
DM119YZ High Dose Rate (HDR) Brachytherapy of Right Breast using Other Isotope
DM11B6Z Low Dose Rate (LDR) Brachytherapy of Right Breast using Cesium 131 (Cs-131)
DM11B7Z Low Dose Rate (LDR) Brachytherapy of Right Breast using Cesium 137 (Cs-137)
DM11B8Z Low Dose Rate (LDR) Brachytherapy of Right Breast using Iridium 192 (Ir-192)
DM11B9Z Low Dose Rate (LDR) Brachytherapy of Right Breast using Iodine 125 (I-125)
DM11BB1 Low Dose Rate (LDR) Brachytherapy of Right Breast using Palladium 103 (Pd-103), Unidirectional Source
DM11BBZ Low Dose Rate (LDR) Brachytherapy of Right Breast using Palladium 103 (Pd-103)
DM11BCZ Low Dose Rate (LDR) Brachytherapy of Right Breast using Californium 252 (Cf-252)
DM11BYZ Low Dose Rate (LDR) Brachytherapy of Right Breast using Other Isotope
DM20DZZ Stereotactic Other Photon Radiosurgery of Left Breast
DM20HZZ Stereotactic Particulate Radiosurgery of Left Breast
DM20JZZ Stereotactic Gamma Beam Radiosurgery of Left Breast
DM21DZZ Stereotactic Other Photon Radiosurgery of Right Breast
DM21HZZ Stereotactic Particulate Radiosurgery of Right Breast
DM21JZZ Stereotactic Gamma Beam Radiosurgery of Right Breast
DMY07ZZ Contact Radiation of Left Breast
DMY08ZZ Hyperthermia of Left Breast
DMY0FZZ Plaque Radiation of Left Breast
DMY0KZZ Laser Interstitial Thermal Therapy of Left Breast
DMY17ZZ Contact Radiation of Right Breast
DMY18ZZ Hyperthermia of Right Breast
DMY1FZZ Plaque Radiation of Right Breast
DMY1KZZ Laser Interstitial Thermal Therapy of Right Breast
DP000ZZ Beam Radiation of Skull using Photons <1 MeV
DP001ZZ Beam Radiation of Skull using Photons 1 - 10 MeV
DP002ZZ Beam Radiation of Skull using Photons >10 MeV
DP003Z0 Beam Radiation of Skull using Electrons, Intraoperative
DP003ZZ Beam Radiation of Skull using Electrons
DP004ZZ Beam Radiation of Skull using Heavy Particles (Protons,Ions)
DP005ZZ Beam Radiation of Skull using Neutrons
DP006ZZ Beam Radiation of Skull using Neutron Capture
DP020ZZ Beam Radiation of Maxilla using Photons <1 MeV
DP021ZZ Beam Radiation of Maxilla using Photons 1 - 10 MeV
DP022ZZ Beam Radiation of Maxilla using Photons >10 MeV
DP023Z0 Beam Radiation of Maxilla using Electrons, Intraoperative
DP023ZZ Beam Radiation of Maxilla using Electrons
DP024ZZ Beam Radiation of Maxilla using Heavy Particles (Protons,Ions)
DP025ZZ Beam Radiation of Maxilla using Neutrons
DP026ZZ Beam Radiation of Maxilla using Neutron Capture
DP030ZZ Beam Radiation of Mandible using Photons <1 MeV
DP031ZZ Beam Radiation of Mandible using Photons 1 - 10 MeV
DP032ZZ Beam Radiation of Mandible using Photons >10 MeV
DP033Z0 Beam Radiation of Mandible using Electrons, Intraoperative
DP033ZZ Beam Radiation of Mandible using Electrons
DP034ZZ Beam Radiation of Mandible using Heavy Particles (Protons,Ions)
DP035ZZ Beam Radiation of Mandible using Neutrons
DP036ZZ Beam Radiation of Mandible using Neutron Capture
DP040ZZ Beam Radiation of Sternum using Photons <1 MeV
DP041ZZ Beam Radiation of Sternum using Photons 1 - 10 MeV
DP042ZZ Beam Radiation of Sternum using Photons >10 MeV
DP043Z0 Beam Radiation of Sternum using Electrons, Intraoperative
DP043ZZ Beam Radiation of Sternum using Electrons
DP044ZZ Beam Radiation of Sternum using Heavy Particles (Protons,Ions)
DP045ZZ Beam Radiation of Sternum using Neutrons
